set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
21190-1,Minecraft,The Abandoned Village,2022,422,min133 min134 min135,"$44.99, €49.99 | More",
21331-1,Ideas,Sonic the Hedgehog - Green Hill Zone,2022,1125,idea104 idea164 idea165,"$79.99, €79.99 | More",
21332-1,Ideas,The Globe,2022,2585,,"$229.99, €229.99 | More",
21333-1,Ideas,Vincent van Gogh - The Starry Night,2022,2316,idea106,"$169.99, €169.99 | More",
21334-1,Ideas,Jazz Quartet,2022,1606,,"$99.99, €99.99 | More",
21335-1,Ideas,Motorised Lighthouse,2022,2065,idea123 idea124,"$299.99, €299.99 | More",
21336-1,Ideas,The Office,2022,1164,15  (15 unique to this set),"$119.99, €119.99 | More",
21337-1,Ideas,Table Football,2022,2339,22  (22 unique to this set),"$249.99, €249.99 | More",
30333-1,Duplo,My First Elephant,2022,6,,$4.99,
30390-1,Jurassic World,Dinosaur Market,2022,30,jw101,,
30416-1,Friends,Market Stall,2022,54,frnd0409 frnd0418,,
30417-1,Friends,Garden Flower and Butterfly,2022,57,,,
30432-1,Minecraft,The Turtle Beach,2022,46,min017,,
30433-1,Technic,Volvo Wheel Loader,2022,69,,,
30434-1,Speed Champions,Aston Martin Valkyrie AMR Pro,2022,97,,"$4.99, €3.99",
30435-1,Harry Potter,Build Your Own Hogwarts Castle,2022,67,hp350,$4.99,
30443-1,Marvel Super Heroes,Spider-Man Bridge Battle,2022,44,sh0782,,
30455-1,DC Comics Super Heroes,Batmobile,2022,68,,,
30495-1,Star Wars,AT-ST,2022,79,,,
30503-1,Miscellaneous,Build Your Own Animals - Make It Yours,2022,16,,,
30509-1,Super Mario,Yellow Yoshi's Fruit Tree,2022,46,mar0111,$4.99,
30510-1,Classic,90 Years of Cars,2022,71,,$3.99,
30559-1,Disney,Elsa and Bruni's Forest Camp,2022,58,dp153,,
30560-1,Dots,Pineapple Photo Holder and Mini Board,2022,116,,,
30562-1,Monkie Kid,Monkie Kid's Underwater Journey,2022,57,gen047 mk065,,
30581-1,Creator,Tropical Parrot,2022,66,,,
30582-1,Creator,Birthday Bear,2022,80,,,
30583-1,Creator,Easter Bunny,2022,75,,,
30584-1,Creator,Winter Holiday Train,2022,73,,,
30585-1,City,Fire Patrol Vehicle,2022,45,cty1399,$4.99,
30587-1,City,Police Robot Unit,2022,36,,,
30588-1,City,Kids' Playground,2022,51,cty1332 cty1333,,
30589-1,City,Go-Kart Racer,2022,39,cty1432,,
30590-1,City,Farm Garden & Scarecrow,2022,34,cty1478,$4.99,
30592-1,Ninjago,Mini Thunder Raider,2022,69,,,
30593-1,Ninjago,Lloyd Suit Mech,2022,59,njo0715,,
30594-1,Creator,Rock Monster Truck,2022,54,,$4.99,
30625-1,Star Wars,Luke Skywalker with Blue Milk,2022,6,sw1198,,
31123-1,Creator,Off-Road Buggy,2022,160,,"$14.99, €14.99 | More",
31124-1,Creator,Super Robot,2022,159,,"$9.99, €9.99 | More",
31125-1,Creator,Fantasy Forest Creatures,2022,175,,"$14.99, €14.99 | More",
31126-1,Creator,Supersonic-jet,2022,215,,"$19.99, €19.99 | More",
31127-1,Creator,Street Racer,2022,258,,"$19.99, €19.99 | More",
31128-1,Creator,Dolphin and Turtle,2022,137,,"$9.99, €9.99 | More",
31129-1,Creator,Majestic Tiger,2022,755,,"$49.99, €49.99 | More",
31130-1,Creator,Sunken Treasure Mission,2022,522,twn428 twn429,"$34.99, €29.99 | More",
31131-1,Creator,Downtown Noodle Shop,2022,569,twn430 twn431,"$44.99, €44.99 | More",
31132-1,Creator,Viking Ship and the Midgard Serpent,2022,1192,vik038 vik039 vik040 vik041,"$119.99, €119.99 | More",
31204-1,Art,Elvis Presley  'The King',2022,3445,,"$119.99, €119.99 | More",
31205-1,Art,Jim Lee Batman Collection,2022,4167,,"$119.99, €119.99 | More",
31206-1,Art,The Rolling Stones,2022,1998,,"$149.99, €149.99 | More",
31207-1,Art,Floral Art,2022,2870,,"$79.99, €69.99 | More",
40491-1,Seasonal,Year of the Tiger,2022,193,,,
40503-1,Promotional,Dagny Holm - Master Builder,2022,1068,,,
40512-1,Miscellaneous,Fun and Funky VIP Add On Pack,2022,148,,,
40515-1,Miscellaneous,Pirates and Treasure VIP Add On Pack,2022,103,gen047,,
40517-1,Creator,Vespa,2022,118,,"$9.99, €9.99 | More",
40518-1,Creator,High-Speed Train,2022,284,,"$19.99, €19.99 | More",
40519-1,Creator,New York Postcard,2022,254,twn443,"$14.99, €14.99 | More",
40520-1,Creator,Beijing Postcard,2022,280,,"$14.99, €14.99 | More",
40521-1,Disney,Mini Disney The Haunted Mansion,2022,680,dis081,"$39.99, €39.99 | More",
40522-1,Seasonal,Valentine Lovebirds,2022,298,,"$12.99, €12.99 | More",
40523-1,Seasonal,Easter Rabbits Display,2022,288,,"$12.99, €12.99 | More",
40524-1,Botanicals,Sunflowers,2022,191,,"$14.99, €14.99 | More",
40525-1,Marvel Super Heroes,Endgame Battle,2022,62,sh0730 sh0734 sh0748 sh0808 sh0810,"$14.99, €14.99 | More",
40526-1,City,Electric Scooters & Charging Dock,2022,50,cty1450 cty1451 cty1452,"$12.99, €12.99 | More",
40527-1,Seasonal,Easter Chicks,2022,318,,,
40528-1,Promotional,LEGO Brand Retail Store,2022,402,,,
40529-1,Promotional,Children's Amusement Park,2022,170,twn426 twn427,,
40530-1,Promotional,Jane Goodall Tribute,2022,275,gen161,,
40531-1,Star Wars,Lars Family Homestead Kitchen,2022,195,sw1208,,
40532-1,Icons,Vintage Taxi,2022,163,twn424,,
40533-1,Ideas,Cosmic Cardboard Adventures,2022,203,idea105,,
40534-1,Promotional,LEGO House Chef,2022,8,chef028,,
40535-1,Brick Sketches,Iron Man,2022,200,,"$16.99, €16.99 | More",
40536-1,Brick Sketches,Miles Morales,2022,214,,"$16.99, €16.99 | More",
40539-1,BrickHeadz,Ahsoka Tano,2022,164,,"$9.99, €9.99 | More",
40540-1,BrickHeadz,Lion Dance Guy,2022,239,,"$9.99, €9.99 | More",
40541-1,BrickHeadz,Manchester United Go Brick Me,2022,530,,"$19.99, €19.99 | More",
40542-1,BrickHeadz,FC Barcelona Go Brick Me,2022,530,,"$19.99, €19.99 | More",
40543-1,BrickHeadz,St. Bernard,2022,236,,"$14.99, €14.99 | More",
40544-1,BrickHeadz,French Bulldog,2022,237,,"$14.99, €14.99 | More",
40545-1,BrickHeadz,Koi Fish,2022,203,,"$14.99, €14.99 | More",
40546-1,BrickHeadz,Poodles,2022,304,,"$14.99, €14.99 | More",
40547-1,BrickHeadz,Obi-Wan Kenobi & Darth Vader,2022,260,,"$19.99, €19.99 | More",
40548-1,BrickHeadz,Spice Girls Tribute,2022,578,,"$49.99, €49.99 | More",
40549-1,BrickHeadz,Demogorgon & Eleven,2022,192,,"$19.99, €19.99 | More",
40550-1,BrickHeadz,Chip & Dale,2022,226,,"$19.99, €19.99 | More",
40552-1,BrickHeadz,Buzz Lightyear,2022,114,,"$9.99, €9.99 | More",
40553-1,BrickHeadz,Woody and Bo Peep,2022,296,,"$19.99, €19.99 | More",
40554-1,BrickHeadz,Jake Sully & his Avatar,2022,246,,"$19.99, €19.99 | More",
40556-1,Promotional,Mythica,2022,510,LLP032 LLP033,,
40557-1,Star Wars,Defense of Hoth,2022,64,sw1186 sw1187 sw1188,"$14.99, €14.99 | More",
40558-1,Star Wars,Clone Trooper Command Station,2022,66,sw1146 sw1189,"$14.99, €14.99 | More",
40559-1,BrickHeadz,Road Runner & Wile E. Coyote,2022,205,,"$19.99, €19.99 | More",
40560-1,BrickHeadz,Professors of Hogwarts,2022,601,,"$39.99, €39.99 | More",
40561-1,Dots,Pencil Holder,2022,476,,,
40562-1,Creator,Mystic Witch,2022,257,,,
40563-1,Promotional,Tribute to LEGO House,2022,583,,,
40564-1,Seasonal,Winter Elves Scene,2022,372,hol293 hol294,,
40565-1,Seasonal,Santa's Workshop,2022,329,hol246a hol295,,
40566-1,Ideas,Ray the Castaway,2022,239,idea122,,
40567-1,Icons,Forest Hideout,2022,258,cas557 cas558,,
40568-1,Creator,Paris Postcard,2022,213,,"$14.99, €14.99 | More",
40569-1,Creator,London Postcard,2022,277,,"$14.99, €14.99 | More",
40570-1,Seasonal,Halloween Cat and Mouse,2022,328,,"$12.99, €12.99 | More",
40571-1,Seasonal,Wintertime Polar Bears,2022,312,,"$12.99, €12.99 | More",
40572-1,Seasonal,Penguin & Snowflake,2022,139,,"$9.99, €9.99 | More",
40573-1,Seasonal,Christmas Tree,2022,784,,"$44.99, €44.99 | More",
40574-1,Promotional,LEGO Brand Store,2022,541,tls111 tls112,"$36.99, €36.99 | More",
40577-1,Harry Potter,Hogwarts: Grand Staircase,2022,224,hp368,,
40578-1,City,Sandwich Shop,2022,110,cty1507 cty1508,,
40579-1,Icons,Eiffel's Apartment,2022,228,gen171,,
40654-1,Creator,Beijing Postcard,2022,274,,"$14.99, €14.99 | More",
41694-1,Friends,Pet Clinic Ambulance,2022,54,frnd0420 frnd0425,"$9.99, €9.99 | More",
41695-1,Friends,Pet Clinic,2022,111,frnd0431 frnd0508,"$19.99, €19.99 | More",
41696-1,Friends,Pony-Washing Stable,2022,60,frnd0495 frnd0549,"$9.99, €9.99 | More",
41697-1,Friends,Turtle Protection Vehicle,2022,90,frnd0493 frnd0494,"$9.99, €9.99 | More",
41698-1,Friends,Pet Playground,2022,210,frnd0516 frnd0517,"$19.99, €19.99 | More",
41699-1,Friends,Pet Adoption Café,2022,292,frnd0509 frnd0510,"$29.99, €29.99 | More",
41700-1,Friends,Beach Glamping,2022,380,frnd0505 frnd0506 frnd0507,"$39.99, €39.99 | More",
41701-1,Friends,Street Food Market,2022,592,frnd0482 frnd0483 frnd0484,"$49.99, €49.99 | More",
41702-1,Friends,Canal Houseboat,2022,737,frnd0501 frnd0502 frnd0503 frnd0504,"$79.99, €74.99 | More",
41703-1,Friends,Friendship Tree House,2022,1114,frnd0497 frnd0498 frnd0499 frnd0500,"$79.99, €79.99 | More",
41704-1,Friends,Main Street Building,2022,1682,8  (8 unique to this set),"$159.99, €159.99 | More",
41705-1,Friends,Heartlake City Pizzeria,2022,144,frnd0538 frnd0539,"$14.99, €14.99 | More",
41706-1,Friends,LEGO Friends Advent Calendar,2022,312,frnd0411 frnd0558 frnd0559 frnd0560,"$34.99, €24.99 | More",
41707-1,Friends,Tree-Planting Vehicle,2022,336,frnd0495 frnd0496,"$29.99, €29.99 | More",
41708-1,Friends,Roller Disco Arcade,2022,642,frnd0500 frnd0529 frnd0530,"$59.99, €59.99 | More",
41709-1,Friends,Vacation Beach House,2022,686,frnd0501 frnd0511 frnd0512 frnd0513,"$79.99, €69.99 | More",
41710-1,Friends,Surfer Beach Fun,2022,288,frnd0542 frnd0543 frnd0544,"$39.99, €29.99 | More",
41711-1,Friends,Emma's Art School,2022,844,frnd0531 frnd0532 frnd0533,"$69.99, €69.99 | More",
41712-1,Friends,Recycling Truck,2022,259,frnd0540 frnd0541,"$19.99, €19.99 | More",
41713-1,Friends,Olivia's Space Academy,2022,757,frnd0518 frnd0519 frnd0520 frnd0521,"$69.99, €69.99 | More",
41714-1,Friends,Andrea's Theatre School,2022,1154,frnd0534 frnd0535 frnd0536 frnd0537,"$99.99, €99.99 | More",
41715-1,Friends,Ice-Cream Truck,2022,84,frnd0550 frnd0551,"$19.99, €19.99 | More",
41716-1,Friends,Stephanie's Sailing Adventure,2022,304,frnd0545 frnd0546 frnd0547,"$39.99, €44.99 | More",
41717-1,Friends,Mia's Wildlife Rescue,2022,430,frnd0526 frnd0527 frnd0528,"$49.99, €49.99 | More",
41718-1,Friends,Pet Day-Care Centre,2022,593,frnd0426 frnd0499 frnd0514 frnd0515,"$69.99, €64.99 | More",
41719-1,Friends,Mobile Fashion Boutique,2022,94,frnd0256a frnd0525,"$9.99, €9.99 | More",
41720-1,Friends,Water Park,2022,373,frnd0555 frnd0556 frnd0557,"$49.99, €59.99 | More",
41721-1,Friends,Organic Farm,2022,826,frnd0515 frnd0522 frnd0523 frnd0524,"$89.99, €99.99 | More",
41722-1,Friends,Horse Show Trailer,2022,989,frnd0552 frnd0553 frnd0554,"$99.99, €99.99 | More",
41942-1,Dots,Into the Deep Bracelets with Charms,2022,36,,"$5.99, €6.99 | More",
41943-1,Dots,Gamer Bracelet with Charms,2022,37,,"$5.99, €6.99 | More",
41944-1,Dots,Candy Kitty Bracelet & Bag Tag,2022,188,,"$14.99, €14.99 | More",
41945-1,Dots,Neon Tiger Bracelet & Bag Tag,2022,188,,"$14.99, €14.99 | More",
41946-1,Dots,Extra DOTS - Series 6,2022,118,,"$3.99, €3.99 | More",
41947-1,Dots,Mickey and Friends Bracelets Mega Pack,2022,349,,"$34.99, €29.99 | More",
41948-1,Dots,Cute Banana Pen Holder,2022,438,,"$19.99, €19.99 | More",
41949-1,Dots,Bag Tags Mega Pack – Messaging,2022,228,,"$29.99, €29.99 | More",
41950-1,Dots,Lots of DOTS - Lettering,2022,722,,"$19.99, €19.99 | More",
41951-1,Dots,Message Board,2022,531,,"$19.99, €19.99 | More",
41952-1,Dots,Big Message Board,2022,943,,"$39.99, €39.99 | More",
41953-1,Dots,Rainbow Bracelet with Charms,2022,37,,"$5.99, €6.99 | More",
41954-1,Dots,Adhesive Patch,2022,95,,"$5.99, €6.99 | More",
41955-1,Dots,Stitch-on Patch,2022,95,,"$5.99, €6.99 | More",
41956-1,Dots,Picture Frames & Bracelet Ice Cream,2022,474,,"$29.99, €29.99 | More",
41957-1,Dots,Adhesive Patches Mega Pack,2022,486,,"$34.99, €29.99 | More",
41958-1,Dots,Extra DOTS Series 7 - Sport,2022,115,,"$3.99, €3.99 | More",
41959-1,Dots,Cute Panda Tray,2022,517,,"$19.99, €19.99 | More",
41960-1,Dots,Big Box,2022,479,,"$34.99, €24.99 | More",
41961-1,Dots,Designer Toolkit - Patterns,2022,1096,,"$64.99, €64.99 | More",
41962-1,Dots,Unicorn Creative Family Pack,2022,707,,"$39.99, €49.99 | More",
41963-1,Dots,Mickey Mouse & Minnie Mouse Stitch-on Patch,2022,95,,"$5.99, €6.99 | More",
41964-1,Dots,Mickey Mouse & Minnie Mouse Back-to-School Project Box,2022,669,,"$44.99, €44.99 | More",
42127-1,Technic,The Batman -  Batmobile,2022,1360,,"$99.99, €99.99 | More",
42130-1,Technic,BMW M 1000 RR,2022,1920,,"$249.99, €249.99 | More",
42132-1,Technic,Motorcycle,2022,163,,"$12.99, €9.99 | More",
42133-1,Technic,Telehandler,2022,143,,"$12.99, €9.99 | More",
42134-1,Technic,Monster Jam Megalodon,2022,260,,"$19.99, €19.99 | More",
42135-1,Technic,Monster Jam El Toro Loco,2022,247,,"$19.99, €19.99 | More",
42136-1,Technic,John Deere 9620R 4WD Tractor,2022,390,,"$34.99, €29.99 | More",
42137-1,Technic,Formula E Porsche 99x Electric,2022,422,,"$49.99, €49.99 | More",
42138-1,Technic,Ford Mustang Shelby GT500,2022,544,,"$49.99, €49.99 | More",
42139-1,Technic,All-Terrain Vehicle,2022,764,,"$89.99, €89.99 | More",
42140-1,Technic,App-Controlled Transformation Vehicle,2022,772,,"$149.99, €149.99 | More",
42141-1,Technic,McLaren Formula 1 Race Car,2022,1432,,"$199.99, €199.99 | More",
42143-1,Technic,Ferrari Daytona SP3,2022,3778,,"$449.99, €449.99 | More",
42144-1,Technic,Material Handler,2022,835,,"$149.99, €119.99 | More",
42145-1,Technic,Airbus H175 Rescue Helicopter,2022,2001,,"$209.99, €209.99 | More",
43198-1,Disney,Anna's Castle Courtyard,2022,74,dp147,"$9.99, €9.99 | More",
43199-1,Disney,Elsa's Castle Courtyard,2022,53,dp139 dp143,"$9.99, €9.99 | More",
43203-1,Disney,"Aurora, Merida and Tiana's Enchanted Creations",2022,558,dp144 dp145 dp146,"$69.99, €64.99 | More",
43204-1,Disney,Anna and Olaf's Castle Fun,2022,108,dp138 dp160,"$29.99, €34.99 | More",
43205-1,Disney,Ultimate Adventure Castle,2022,698,dp133 dp163 dp164 dp165 dp166,"$99.99, €99.99 | More",
43206-1,Disney,Cinderella and Prince Charming's Castle,2022,365,dp159 dp161 dp162,"$89.99, €84.99 | More",
43207-1,Disney,Ariel's Underwater Palace,2022,498,dp150 dp151 dp152,"$99.99, €99.99 | More",
43208-1,Disney,Jasmine and Mulan's Adventure,2022,176,dp148 dp149,"$44.99, €44.99 | More",
43209-1,Disney,Elsa and the Nokk's Ice Stable,2022,53,dp158,"$14.99, €14.99 | More",
45820-1,Education,SUPERPOWERED Challenge Kit,2022,2187,fst050 fst051,,
45821-1,Education,SUPERPOWERED Explore Set,2022,979,fst046 fst047 fst048 fst049,,
45822-1,Education,SUPERPOWERED Discover Set,2022,80,47205pb038 47205pb066 47205pb076 47205pb090,,
60312-1,City,Police Car,2022,94,cty1334,"$9.99, €9.99 | More",
60313-1,City,Space Ride Amusement Truck,2022,433,cty1460 cty1461 cty1462,"$49.99, €44.99 | More",
60314-1,City,Ice Cream Truck Police Chase,2022,317,cty1383 cty1384 cty1385,"$39.99, €29.99 | More",
60315-1,City,Police Mobile Command Truck,2022,436,cty1042 cty1365 cty1367 cty1368,"$49.99, €44.99 | More",
60316-1,City,Police Station,2022,668,cty1124 cty1379 cty1380 cty1381 cty1382,"$69.99, €64.99 | More",
60317-1,City,Police Chase at the Bank,2022,915,cty0992 cty1374 cty1375 cty1376 cty1377 cty1378,"$99.99, €99.99 | More",
60318-1,City,Fire Helicopter,2022,53,cty1433 cty1434,"$9.99, €9.99 | More",
60319-1,City,Fire Rescue & Police Chase,2022,295,cty1362 cty1363 cty1364,"$39.99, €29.99 | More",
60320-1,City,Fire Station,2022,540,cty1288 cty1369 cty1370 cty1371 cty1372,"$69.99, €59.99 | More",
60321-1,City,Fire Brigade,2022,766,cty1355 cty1356 cty1357 cty1358 cty1359 cty1360 cty1361,"$99.99, €99.99 | More",
60322-1,City,Race Car,2022,46,cty1400 cty1401,"$9.99, €9.99 | More",
60323-1,City,Stunt Plane,2022,59,cty1397,"$9.99, €9.99 | More",
60324-1,City,Mobile Crane,2022,340,cty1404 cty1405,"$39.99, €44.99 | More",
60325-1,City,Cement Mixer Truck,2022,85,cty1402 cty1403,"$19.99, €19.99 | More",
60326-1,City,Picnic in the Park,2022,147,cty1352 cty1353 cty1354,"$19.99, €14.99 | More",
60327-1,City,Horse Transporter,2022,196,cty1337 cty1338,"$29.99, €29.99 | More",
60328-1,City,Beach Lifeguard Station,2022,211,cty1386 cty1387 cty1388 cty1389,"$39.99, €29.99 | More",
60329-1,City,School Day,2022,433,8  (7 unique to this set),"$69.99, €59.99 | More",
60330-1,City,Hospital,2022,816,13  (12 unique to this set),"$119.99, €99.99 | More",
60331-1,City,Touring Stunt Bike,2022,10,cty1485,"$7.99, €7.99 | More",
60332-1,City,Reckless Scorpion Stunt Bike,2022,15,cty1484,"$7.99, €7.99 | More",
60333-1,City,Bathtub Stunt Bike,2022,14,cty1476,"$7.99, €7.99 | More",
60335-1,City,Train Station,2022,907,cty1490 cty1491 cty1492 cty1493 cty1494 cty1495,"$99.99, €79.99 | More",
60336-1,City,Freight Train,2022,1153,cty1463 cty1464 cty1465 cty1466 cty1467 cty1468,"$199.99, €179.99 | More",
60337-1,City,Express Passenger Train,2022,764,cty1469 cty1470 cty1471 cty1472 cty1473 cty1474,"$189.99, €159.99 | More",
60338-1,City,Chimpanzee Smash Stunt Loop,2022,226,cty1496 cty1497 cty1498,"$69.99, €54.99 | More",
60339-1,City,Double Loop Stunt Arena,2022,598,cty1453 cty1454 cty1455 cty1456 cty1457 cty1458 cty1459,"$159.99, €149.99 | More",
60340-1,City,The Blade Stunt Challenge,2022,154,cty1486 cty1487,"$34.99, €19.99 | More",
60341-1,City,The Knockdown Stunt Challenge,2022,117,cty1488 cty1489,"$34.99, €19.99 | More",
60342-1,City,The Shark Attack Stunt Challenge,2022,122,cty1499 cty1500 cty1501,"$34.99, €19.99 | More",
60343-1,City,Rescue Helicopter Transporter,2022,215,cty1335 cty1336,"$29.99, €29.99 | More",
60344-1,City,Chicken Henhouse,2022,101,cty1437,"$9.99, €9.99 | More",
60345-1,City,Farmers Market Van,2022,310,cty1438 cty1439 cty1440,"$44.99, €29.99 | More",
60346-1,City,Barn & Farm Animals,2022,230,cty1441 cty1442 cty1443 cty1444,"$69.99, €49.99 | More",
60347-1,City,Grocery Store,2022,404,cty1479 cty1480 cty1481 cty1482 cty1483,"$69.99, €59.99 | More",
60348-1,City,Lunar Roving Vehicle,2022,275,cty1413 cty1414 cty1415,"$39.99, €34.99 | More",
60349-1,City,Lunar Space Station,2022,500,cty1420 cty1421 cty1422 cty1423 cty1424,"$79.99, €59.99 | More",
60350-1,City,Lunar Research Base,2022,786,cty1407 cty1408 cty1409 cty1410 cty1411 cty1412,"$129.99, €99.99 | More",
60351-1,City,Rocket Launch Centre,2022,1010,cty1425 cty1426 cty1427 cty1428 cty1429 cty1430 cty1431,"$159.99, €149.99 | More",
60352-1,City,LEGO City Advent Calendar,2022,287,cty1480 cty1503 cty1504 cty1505 cty1506 hol284,"$34.99, €24.99 | More",
60353-1,City,Wild Animal Rescue Missions,2022,246,cty1445,"$39.99, €29.99 | More",
60354-1,City,Mars Spacecraft Exploration Missions,2022,298,cty1446 cty1447,"$39.99, €29.99 | More",
60355-1,City,Water Police Detective Missions,2022,278,cty1042 cty1448,"$39.99, €29.99 | More",
66700-1,Collectable Minifigures,LEGO Minifigures - Series 22 {Box of 6 random bags},2022,0,,$29.94 | More,
66706-1,Creator,Animals Bundle,2022,852,,,
66707-1,City,LEGO City Stuntz Gift Set,2022,40,,,
66708-1,Star Wars,Galactic Adventures Pack,2022,901,,$97.48,
66710-1,Friends,LEGO Friends Gift Set,2022,587,,,
66711-1,Marvel Super Heroes,Infinity Saga Collection,2022,972,,,
66712-1,Technic,Monster Jam Collection,2022,949,,,
66715-1,Ninjago,NINJAGO Gift Set,2022,429,,,
70688-1,Ninjago,Kai's Spinjitzu Ninja Training,2022,32,njo0747,"$9.99, €9.99 | More",
70689-1,Ninjago,Lloyd's Spinjitzu Ninja Training,2022,32,njo0746,"$9.99, €9.99 | More",
70690-1,Ninjago,Jay's Spinjitzu Ninja Training,2022,25,njo0748,"$9.99, €9.99 | More",
71032-0,Collectable Minifigures,LEGO Minifigures - Series 22 {Random bag},2022,,,"$4.99, €3.99",
71032-1,Collectable Minifigures,Robot Repair Tech,2022,15,col386,"$4.99, €3.99 | More",
71032-2,Collectable Minifigures,Chili Costume Fan,2022,8,col387,"$4.99, €3.99",
71032-3,Collectable Minifigures,Troubadour,2022,9,col388,"$4.99, €3.99",
71032-4,Collectable Minifigures,Snow Guardian,2022,9,col389,"$4.99, €3.99",
71032-5,Collectable Minifigures,Horse and Groom,2022,8,col390,"$4.99, €3.99",
71032-6,Collectable Minifigures,Figure Skating Champion,2022,10,col391,"$4.99, €3.99",
71032-7,Collectable Minifigures,Night Protector,2022,7,col392,"$4.99, €3.99",
71032-8,Collectable Minifigures,Forest Elf,2022,9,col393,"$4.99, €3.99",
71032-9,Collectable Minifigures,Bird-watcher,2022,9,col394,"$4.99, €3.99",
71032-10,Collectable Minifigures,Raccoon Costume Fan,2022,9,col395,"$4.99, €3.99",
71032-11,Collectable Minifigures,Space Creature,2022,9,col396,"$4.99, €3.99",
71032-12,Collectable Minifigures,Wheelchair Racer,2022,11,col397,"$4.99, €3.99",
71032-13,Collectable Minifigures,LEGO Minifigures - Series 22 - Complete,2022,113,12,,
71032-14,Collectable Minifigures,LEGO Minifigures - Series 22 - Sealed Box,2022,,,"$4.99, €3.99 | More",
71033-0,Collectable Minifigures,LEGO Minifigures - The Muppets Series {Random bag},2022,,,"$4.99, €3.99",
71033-1,Collectable Minifigures,Rowlf the Dog,2022,8,coltm01,"$4.99, €3.99 | More",
71033-2,Collectable Minifigures,Dr. Bunsen Honeydew,2022,5,coltm02,"$4.99, €3.99",
71033-3,Collectable Minifigures,Beaker,2022,6,coltm03,"$4.99, €3.99",
71033-4,Collectable Minifigures,Gonzo,2022,5,coltm04,"$4.99, €3.99",
71033-5,Collectable Minifigures,Kermit the Frog,2022,6,coltm05,"$4.99, €3.99",
71033-6,Collectable Minifigures,Miss Piggy,2022,5,coltm06,"$4.99, €3.99",
71033-7,Collectable Minifigures,Fozzie Bear,2022,9,coltm07,"$4.99, €3.99 | More",
71033-8,Collectable Minifigures,Animal,2022,16,coltm08,"$4.99, €3.99",
71033-9,Collectable Minifigures,Waldorf,2022,7,coltm09,"$4.99, €3.99",
71033-10,Collectable Minifigures,Statler,2022,7,coltm10,"$4.99, €3.99",
71033-11,Collectable Minifigures,The Swedish Chef,2022,7,coltm11,"$4.99, €3.99",
71033-12,Collectable Minifigures,Janice,2022,5,coltm12,"$4.99, €3.99",
71033-13,Collectable Minifigures,LEGO Minifigures - The Muppets Series - Complete,2022,86,12,,
71033-14,Collectable Minifigures,LEGO Minifigures - The Muppets Series - Sealed Box,2022,,,,
71034-0,Collectable Minifigures,LEGO Minifigures - Series 23 {Random bag},2022,,,"$4.99, €3.99",
71034-1,Collectable Minifigures,Nutcracker,2022,8,col398,"$4.99, €3.99",
71034-2,Collectable Minifigures,Sugar Fairy,2022,9,col399,"$4.99, €3.99",
71034-3,Collectable Minifigures,Snowman,2022,9,col400,"$4.99, €3.99",
71034-4,Collectable Minifigures,Reindeer Costume,2022,9,col401,"$4.99, €3.99",
71034-5,Collectable Minifigures,Christmas Elf,2022,10,col402,"$4.99, €3.99",
71034-6,Collectable Minifigures,Cardboard Robot,2022,7,col403,"$4.99, €3.99",
71034-7,Collectable Minifigures,Popcorn Costume,2022,5,col404,"$4.99, €3.99",
71034-8,Collectable Minifigures,Wolf Costume,2022,7,col405,"$4.99, €3.99",
71034-9,Collectable Minifigures,Turkey Costume,2022,8,col406,"$4.99, €3.99",
71034-10,Collectable Minifigures,Ferry Captain,2022,8,col407,"$4.99, €3.99",
71034-11,Collectable Minifigures,Knight of the Yellow Castle,2022,12,col408,"$4.99, €3.99",
71034-12,Collectable Minifigures,Green Dragon Costume,2022,9,col409,"$4.99, €3.99 | More",
71034-13,Collectable Minifigures,LEGO Minifigures - Series 23 - Complete,2022,101,12,"$4.99, €3.99 | More",
71034-14,Collectable Minifigures,LEGO Minifigures - Series 23 - Sealed Box,2022,,,"$4.99, €3.99 | More",
71035-1,Collectable Minifigures,LEGO Minifigures - The Muppets Series {Box of 6 random bags},2022,0,,"$29.94, €23.99 | More",
71036-1,Collectable Minifigures,LEGO Minifigures - Series 23  {Box of 6 random bags},2022,0,,"$29.94, €23.99 | More",
71396-1,Super Mario,Bowser Jr.'s Clown Car,2022,84,mar0085,"$9.99, €9.99 | More",
71397-1,Super Mario,Luigi's Mansion Lab and Poltergust,2022,179,mar0108 mar0109,"$29.99, €24.99 | More",
71398-1,Super Mario,Dorrie's Beachfront,2022,229,mar0050 mar0107,"$29.99, €29.99 | More",
71399-1,Super Mario,Luigi's Mansion Entryway,2022,504,mar0104 mar0105 mar0106,"$39.99, €39.99 | More",
71400-1,Super Mario,Big Urchin Beach Ride,2022,536,mar0100 mar0101 mar0102 mar0103,"$59.99, €59.99 | More",
71401-1,Super Mario,Luigi's Mansion Haunt-and-Seek,2022,877,mar0096 mar0097 mar0098 mar0099,"$79.99, €79.99 | More",
71402-0,Super Mario,Character Pack Series 4 {Random bag},2022,,,"$4.99, €3.99",
71402-1,Super Mario,Freezie,2022,27,mar0090,"$4.99, €3.99 | More",
71402-2,Super Mario,Mechakoopa,2022,30,mar0110,"$4.99, €3.99",
71402-3,Super Mario,Ant Trooper,2022,27,mar0088,"$4.99, €3.99",
71402-4,Super Mario,Goombrat,2022,26,mar0086,"$4.99, €3.99",
